,XS,X,Y,Z,sta
0,22995.66,2581550.092066934,167037.2141214515,77.26,86.87999999999998
0,22995.66,2581547.2489932133,167034.14991979022,74.45,91.05999999999999
0,22995.66,2581542.392642409,167028.91585283767,73.04,98.19999999999999
0,22995.66,2581539.297909053,167025.580418015,71.29,102.74999999999999
0,22995.66,2581538.849002676,167025.09659670005,71.2,103.40999999999998
0,22995.66,2581537.0125674983,167023.1173276844,70.42,106.10999999999999
0,22995.66,2581536.5908675683,167022.66282887338,70.2,106.72999999999999
0,22995.66,2581533.3396971417,167019.15878965304,68.24,111.50999999999999
0,22995.66,2581532.788766588,167018.56500894835,67.89,112.32
0,22995.66,2581530.795894339,167016.41713553507,66.64,115.24999999999999
0,22995.66,2581530.5034250333,167016.10191861776,66.2,115.67999999999999
0,22995.66,2581530.2653686213,167015.84534670832,66.3,116.02999999999999
0,22995.66,2581529.7756525734,167015.31754163746,66.3,116.74999999999999
0,22995.66,2581514.410811583,166998.75765753974,65.04,139.33999999999997
0,22995.66,2581494.5841132705,166977.38888279654,64.97,168.48999999999998
0,22995.66,2581493.856340811,166976.60450581627,63.9,169.56
0,22995.66,2581425.840223101,166903.29824597682,63.9,269.56
0,22995.66,2581424.9288071236,166902.31594209498,64.99,270.9
0,22995.66,2581391.0499788923,166865.80209406896,65.02,320.71
0,22995.66,2581386.900995712,166861.33041221875,65.51,326.81
0,22995.66,2581386.064397464,166860.42874522274,65.51,328.03999999999996
0,22995.66,2581384.765289616,166859.0285956598,66.12,329.95
0,22995.66,2581382.3303126018,166856.40423155756,65.89,333.53
0,22995.66,2581375.413073431,166848.9489849319,70.6,343.7
0,22995.66,2581375.127405736,166848.64109864057,70.8,344.12
0,22995.66,2581374.726110642,166848.2085917075,70.82,344.71
0,22995.66,2581373.87590917,166847.2922634595,70.55,345.96
0,22995.66,2581373.202549605,166846.5665314871,70.08,346.95
0,22995.66,2581367.4211795996,166840.33549940074,66.07,355.45
0,22995.66,2581367.196726411,166840.09358874327,66.1,355.78
0,22995.66,2581366.530168458,166839.37518739686,65.95,356.76
0,22995.66,2581365.6731653744,166838.45152852288,66.1,358.02
0,22995.66,2581364.5100897616,166837.19799147962,66.13,359.73
0,22995.66,2581363.5102528315,166836.12038945997,65.75,361.2
0,22995.66,2581361.4765709117,166833.92853229077,66.1,364.19
0,22995.66,2581359.9870179337,166832.3231252003,66.35,366.38
0,22995.66,2581359.5245083333,166831.82464263338,66.47,367.05999999999995
0,22995.66,2581359.483698663,166831.78065887748,66.48,367.12
0,22995.66,2581357.225563555,166829.3468910508,67.52,370.44
0,22995.66,2581356.1373056713,166828.17399089338,68.03,372.03999999999996
0,22995.66,2581353.416660963,166825.2417404998,69.19,376.03999999999996
0,22995.66,2581350.886461384,166822.51474763377,70.23,379.76
0,22995.66,2581349.444519689,166820.96065492518,70.76,381.88
0,22995.66,2581345.873673509,166817.1120762836,72.67,387.13
0,22995.66,2581342.717725647,166813.71066582706,75.39,391.77
0,22995.66,2581339.5005632797,166810.24327973666,77.57,396.5
0,22995.66,2581337.0451814304,166807.59692375647,78.22,400.11
0,22995.66,2581336.3854250885,166806.88585303602,78.33,401.08
0,22995.66,2581335.637247794,166806.07948417778,78.29,402.17999999999995
0,22995.66,2581335.2715268834,166804.30770278868,78.21,403.99
0,22995.66,2581334.6340298965,166801.19225778166,77.61,407.16999999999996
0,22995.66,2581334.6059639915,166801.05509982537,77.6,407.30999999999995
0,22995.66,2581334.5879216236,166800.9669268535,77.57,407.4
0,22995.66,2581334.525775691,166800.66321995028,77.58,407.71
0,22995.66,2581333.2628099625,166794.4911119175,77.64,414.01
0,22995.66,2581332.0178866014,166788.40717685662,78.11,420.22
0,22995.66,2581331.3763801996,166785.27213785585,78.28,423.41999999999996
0,22995.66,2581330.931335133,166783.09720454903,78.06,425.64
0,22995.66,2581330.6206054697,166781.57867003305,77.99,427.19
0,22995.66,2581330.2938381466,166779.98175954202,78.14,428.82
0,22995.66,2581329.9690755303,166778.39464604788,78.34,430.44
0,22995.66,2581329.3496209113,166775.36737401274,77.81,433.53
0,22995.66,2581329.235352583,166774.80894519074,77.83,434.1
0,22995.66,2581328.9346464574,166773.33939565913,77.83,435.6
0,22995.66,2581328.575803814,166771.58573321806,77.89,437.39
0,22995.66,2581328.4434931185,166770.93913142415,77.92,438.04999999999995
0,22995.66,2581328.279107103,166770.1357776802,77.91,438.87
0,22995.66,2581327.659652484,166767.10850564507,78.12,441.96
0,22995.66,2581327.0662590624,166764.20859456935,78.19,444.91999999999996
0,22995.66,2581326.593148091,166761.89650330629,78.25,447.28
0,22995.66,2581325.7872556737,166757.95811056157,79.67,451.29999999999995
0,22995.66,2581325.5607237252,166756.8510499144,80.09,452.42999999999995
0,22995.66,2581325.0936268764,166754.56834964195,80.51,454.76
0,22995.66,2581324.8149725334,166753.206567076,80.9,456.15
0,22995.66,2581324.1854943763,166750.13031005647,81.54,459.28999999999996
0,22995.66,2581324.045164851,166749.44452027505,81.68,459.99
0,22995.66,2581322.601775447,166742.3906825233,84.66,467.19
0,22995.66,2581322.5055494867,166741.9204266732,84.85,467.66999999999996
0,22995.66,2581322.4093235265,166741.45017082308,85.03,468.15
0,22995.66,2581321.719704144,166738.08000389725,86.27,471.59
0,22995.66,2581319.903439144,166729.2039247263,89.43,480.65
0,22995.66,2581319.881387362,166729.09615776062,89.46,480.76
0,22995.66,2581319.1757303197,166725.64761485977,90.94,484.28
0,22995.66,2581319.113584387,166725.3439079566,91.09,484.59
0,22995.66,2581318.650496953,166723.0808016779,91.66,486.9
0,22995.66,2581318.35580495,166721.6406431369,92.01,488.37
0,22995.66,2581318.317715507,166721.45450019624,92.1,488.56
0,22995.66,2581317.772435066,166718.78971704558,93.89,491.28
0,22995.66,2581317.2472016993,166716.22290386367,95.44,493.9
0,22995.66,2581315.9681983106,166709.97241985588,98.92,500.28
0,22995.66,2581315.9260994527,166709.76668292144,99.03,500.49
0,22995.66,2581315.9040476703,166709.6589159558,99.08,500.59999999999997
0,22995.66,2581315.80782171,166709.1886601057,99.13,501.08
0,22995.66,2581315.204404751,166706.23976404557,99.44,504.09
0,22995.66,2581315.007943415,166705.2796583516,99.6,505.07
0,22995.66,2581313.612666991,166698.4609485249,100.85,512.03
0,22995.66,2581313.013259447,166695.53164645855,100.96,515.02
0,22995.66,2581312.21538586,166691.63244170134,100.89,519.0
0,22995.66,2581311.3693992924,166687.49810901904,100.59,523.22
0,22995.66,2581310.9728,166685.55993,100.81,525.2
0,22953.41,2581651.87763,167093.21561,103.49,0.0
0,22953.41,2581651.268597451,167092.5394596067,103.24,0.9099999999999966
0,22953.41,2581647.0321402703,167087.83612774994,100.95,7.240000000000009
0,22953.41,2581645.0444186544,167085.62935119157,100.15,10.210000000000008
0,22953.41,2581642.4744351516,167082.77614513627,98.41,14.050000000000011
0,22953.41,2581639.984763633,167080.01210177023,98.43,17.77000000000001
0,22953.41,2581639.3422677573,167079.2988002564,98.53,18.72999999999999
0,22953.41,2581638.980863827,167078.89756815488,98.53,19.27000000000001
0,22953.41,2581635.9423937476,167075.52424641242,98.36,23.810000000000002
0,22953.41,2581635.440443845,167074.96697960477,97.91,24.560000000000002
0,22953.41,2581632.9775429876,167072.23265713512,96.88,28.24000000000001
0,22953.41,2581630.4276374807,167069.40174175214,96.73,32.05000000000001
0,22953.41,2581628.132053258,167066.85317488504,95.44,35.47999999999999
0,22953.41,2581625.053427187,167063.435271798,93.44,40.08000000000001
0,22953.41,2581621.0980619513,167059.04400935353,92.19,45.99000000000001
0,22953.41,2581620.4488734105,167058.3232776156,91.89,46.96000000000001
0,22953.41,2581617.048999401,167054.54872377162,90.47,52.03999999999999
0,22953.41,2581615.2085164236,167052.50541214348,89.84,54.78999999999999
0,22953.41,2581614.5258645555,167051.74752928506,89.5,55.81
0,22953.41,2581612.4912942825,167049.48874115795,88.99,58.849999999999994
0,22953.41,2581611.1059125504,167047.9506847688,88.66,60.91999999999999
0,22953.41,2581610.8783619273,167047.6980571493,88.52,61.25999999999999
0,22953.41,2581610.463416674,167047.23738325495,88.39,61.879999999999995
0,22953.41,2581607.511951245,167043.96065442584,87.55,66.28999999999999
0,22953.41,2581605.8655555635,167042.13281929668,87.39,68.75
0,22953.41,2581605.129362372,167041.31549464542,87.36,69.85
0,22953.41,2581603.02117278,167038.9749740532,86.84,73.0
0,22953.41,2581597.633577155,167032.99364365084,87.26,81.05000000000001
0,22953.41,2581597.17847591,167032.48838841188,87.28,81.72999999999999
0,22953.41,2581593.8923772117,167028.84014837767,86.71,86.63999999999999
0,22953.41,2581590.7066684943,167025.30336170495,86.52,91.4
0,22953.41,2581590.4791178717,167025.0507340855,86.53,91.74
0,22953.41,2581587.8756710417,167022.16037690968,85.05,95.63
0,22953.41,2581587.30010182,167021.52137763688,84.77,96.49
0,22953.41,2581587.03908787,167021.2315988969,84.57,96.88
0,22953.41,2581582.220368802,167015.88183754325,80.41,104.08
0,22953.41,2581567.924835566,167000.01087886072,66.68,125.44
0,22953.41,2581566.947706422,166998.92606614178,66.14,126.9
0,22953.41,2581565.38831539,166997.19482392594,64.75,129.23000000000002
0,22953.41,2581565.0001407983,166996.763870928,64.49,129.81
0,22953.41,2581564.504883561,166996.21403434445,64.87,130.55
0,22953.41,2581564.2304842803,166995.90939515625,64.86,130.95999999999998
0,22953.41,2581564.0698603117,166995.7310697778,64.88,131.2
0,22953.41,2581563.708456381,166995.32983767628,65.15,131.74
0,22953.41,2581563.2600478013,166994.8320126614,64.99,132.41
0,22953.41,2581562.3766159723,166993.85122307992,64.7,133.73000000000002
0,22953.41,2581562.0620607,166993.50200254712,64.5,134.2
0,22953.41,2581561.3927941625,166992.75898013686,64.79,135.2
0,22953.41,2581559.6460085004,166990.81969164617,63.03,137.81
0,22953.41,2581529.984115569,166957.88893842476,62.76,182.13
0,22953.41,2581529.9573449073,166957.85921752834,60.8,182.17000000000002
0,22953.41,2581528.6188118327,166956.37317270788,58.8,184.17000000000002
0,22953.41,2581461.6921581067,166882.07093168487,58.8,284.17
0,22953.41,2581460.3536250326,166880.5848868644,60.8,286.17
0,22953.41,2581460.333547036,166880.5625961921,61.05,286.2
0,22953.41,2581428.9717171,166845.7445660487,60.94,333.06
0,22953.41,2581427.050922138,166843.61209173134,61.95,335.93
0,22953.41,2581426.4820455816,166842.98052268263,61.95,336.78
0,22953.41,2581418.3236864926,166833.92307950192,65.83,348.97
0,22953.41,2581417.4937959863,166833.00173171324,66.22,350.21000000000004
0,22953.41,2581416.7442174647,166832.1695466138,66.22,351.33000000000004
0,22953.41,2581416.101721589,166831.45624509998,66.25,352.28999999999996
0,22953.41,2581409.3755928893,166823.98886987715,66.43,362.34000000000003
0,22953.41,2581402.11405096,166815.92707672616,66.38,373.19
0,22953.41,2581401.3310091114,166815.0577405062,66.82,374.36
0,22953.41,2581400.6818205705,166814.33700876826,66.84,375.33000000000004
0,22953.41,2581399.4838334685,166813.00699865396,67.02,377.12
0,22953.41,2581398.5067043244,166811.92218593502,67.15,378.58000000000004
0,22953.41,2581397.3823365415,166810.67390828583,67.1,380.26
0,22953.41,2581394.457641774,166807.4269003531,67.97,384.63
0,22953.41,2581393.0053333878,166805.8145417229,69.11,386.8
0,22953.41,2581389.4582207403,166801.8765229487,69.92,392.1
0,22953.41,2581387.5575037748,166799.76633930363,71.2,394.94
0,22953.41,2581386.034736646,166798.0707553565,72.04,397.22
0,22953.41,2581384.7910321187,166789.8037849894,75.14,405.58000000000004
0,22953.41,2581384.609534568,166788.59736108416,75.74,406.8
0,22953.41,2581384.447376921,166787.51949054588,76.17,407.89
0,22953.41,2581383.8017217,166783.2277858338,76.45,412.23
0,22953.41,2581383.490795568,166781.16104324203,76.87,414.32
0,22953.41,2581383.4134359565,166780.64682977422,76.89,414.84000000000003
0,22953.41,2581383.333100975,166780.11283886535,76.85,415.38
0,22953.41,2581382.8778694137,166777.0868903817,76.85,418.44
0,22953.41,2581382.6666181665,166775.68269206578,77.15,419.86
0,22953.41,2581381.8707067766,166770.39222657966,76.87,425.21000000000004
0,22953.41,2581381.808224013,166769.9769003172,76.87,425.63
0,22953.41,2581381.7859087405,166769.82856950918,76.92,425.78
0,22953.41,2581381.7397905104,166769.5220191726,76.95,426.09000000000003
0,22953.41,2581379.6689332123,166755.75692018823,80.59,440.01
0,22953.41,2581378.505563667,166748.02394073003,81.25,447.83000000000004
0,22953.41,2581378.1187656084,166745.45287339098,81.65,450.43
0,22953.41,2581377.6932877437,166742.62469931805,82.07,453.28999999999996
0,22953.41,2581377.3957507755,166740.6469552111,82.3,455.28999999999996
0,22953.41,2581377.2112778556,166739.42075386478,82.45,456.53
0,22953.41,2581376.8185290573,166736.8101316436,82.48,459.16999999999996
0,22953.41,2581376.5492581013,166735.0202732268,83.34,460.98
0,22953.41,2581376.2204797515,166732.83486598864,85.45,463.19
0,22953.41,2581376.0241053523,166731.52955487804,86.13,464.51
0,22953.41,2581375.934844262,166730.93623164596,86.83,465.11
0,22953.41,2581375.8931890866,166730.659347471,86.9,465.39
0,22953.41,2581375.1463712966,166725.69520976252,89.83,470.40999999999997
0,22953.41,2581374.1079672775,166718.79288282926,93.4,477.39
0,22953.41,2581373.66612488,166715.85593283043,94.31,480.36
0,22953.41,2581373.4682627963,166714.5407329993,94.59,481.69000000000005
0,22953.41,2581373.2004795247,166712.76076330306,95.25,483.49
0,22953.41,2581372.5697011524,166708.56794579633,95.66,487.73
0,22953.41,2581371.845198635,166703.75213889588,96.58,492.6
0,22953.41,2581371.42567151,166700.96351970508,97.11,495.41999999999996
0,22953.41,2581371.190617305,166699.4011018606,97.64,497.0
0,22953.41,2581370.954075415,166697.82879529556,98.5,498.59000000000003
0,22953.41,2581369.378617169,166687.35664024923,101.23,509.17999999999995
0,22953.41,2581368.9099964444,166684.24169328078,100.89,512.33
0,22953.41,2581368.5708043007,166681.98706499886,100.86,514.61
0,22953.41,2581368.231612157,166679.73243671693,101.28,516.89
0,22953.41,2581367.58948,166675.46415,100.56,521.21
0,22655.3 ,2581865.29255,167048.19536,97.24,0.0
0,22655.3 ,2581864.6395846815,167046.41108527547,96.5,1.9000000000000057
0,22655.3 ,2581863.003734725,167041.94100754446,94.73,6.660000000000025
0,22655.3 ,2581861.7665372794,167038.5602764874,92.97,10.26000000000002
0,22655.3 ,2581861.704677407,167038.39123993454,92.91,10.439999999999998
0,22655.3 ,2581861.611887599,167038.13768510526,92.79,10.710000000000008
0,22655.3 ,2581860.3059569616,167034.56913565614,91.47,14.51000000000002
0,22655.3 ,2581859.9038677914,167033.4703980626,90.94,15.680000000000007
0,22655.3 ,2581858.87286992,167030.65312218174,89.67,18.680000000000007
0,22655.3 ,2581858.2439612183,167028.93458389438,88.53,20.51000000000002
0,22655.3 ,2581857.8899852824,167027.9673191753,87.7,21.54000000000002
0,22655.3 ,2581857.5875592404,167027.14091825022,87.68,22.420000000000016
0,22655.3 ,2581857.1373568363,167025.91070778226,86.9,23.730000000000018
0,22655.3 ,2581856.0823023478,167023.02769546414,85.74,26.80000000000001
0,22655.3 ,2581854.1508996687,167017.7499986473,84.77,32.420000000000016
0,22655.3 ,2581853.247058201,167015.28018679173,83.27,35.05000000000001
0,22655.3 ,2581852.975562095,167014.5383041431,82.97,35.84
0,22655.3 ,2581852.8037291165,167014.06875816296,82.66,36.34
0,22655.3 ,2581852.0751572875,167012.07788320712,81.95,38.46000000000001
0,22655.3 ,2581851.398135352,167010.22787204536,81.34,40.43000000000001
0,22655.3 ,2581850.786409948,167008.55628835602,80.76,42.21000000000001
0,22655.3 ,2581850.1575012463,167006.8377500687,80.2,44.04000000000002
0,22655.3 ,2581849.0405868855,167003.78570119775,78.65,47.29000000000002
0,22655.3 ,2581848.7794007584,167003.07199130792,78.29,48.05000000000001
0,22655.3 ,2581848.28452178,167001.7196988851,77.85,49.49000000000001
0,22655.3 ,2581847.1160575254,166998.5267862201,76.95,52.890000000000015
0,22655.3 ,2581846.2672026115,166996.20722907817,76.33,55.360000000000014
0,22655.3 ,2581845.6314205904,166994.46990895164,75.88,57.21000000000001
0,22655.3 ,2581845.3118112506,166993.59655342856,75.79,58.140000000000015
0,22655.3 ,2581844.2430101237,166990.67597743205,75.26,61.25
0,22655.3 ,2581843.421648486,166988.43154764693,74.22,63.640000000000015
0,22655.3 ,2581843.0401792736,166987.38915557103,73.72,64.75
0,22655.3 ,2581842.387213955,166985.60488084645,73.09,66.65
0,22655.3 ,2581841.2290596794,166982.44014094028,72.96,70.02000000000001
0,22655.3 ,2581841.070973339,166982.00815863855,72.93,70.48000000000002
0,22655.3 ,2581840.33896485,166980.00789276313,72.74,72.61000000000001
0,22655.3 ,2581839.69974617,166978.26118171698,72.57,74.47
0,22655.3 ,2581839.61726634,166978.0357996465,72.53,74.71000000000001
0,22655.3 ,2581838.5106619583,166975.01192353436,71.78,77.93
0,22655.3 ,2581837.9023732143,166973.34973076463,71.34,79.70000000000002
0,22655.3 ,2581837.3456343636,166971.82840178895,70.77,81.32000000000002
0,22655.3 ,2581837.084448236,166971.11469189913,70.65,82.08000000000001
0,22655.3 ,2581836.6514291298,166969.93143602918,70.19,83.34
0,22655.3 ,2581835.599811301,166967.05781463068,69.3,86.4
0,22655.3 ,2581834.8712394717,166965.06693967484,68.89,88.52000000000001
0,22655.3 ,2581834.3763604937,166963.71464725203,68.81,89.96000000000001
0,22655.3 ,2581833.4484624094,166961.17909895923,68.81,92.66000000000003
0,22655.3 ,2581831.7163859853,166956.44607547935,68.25,97.70000000000002
0,22655.3 ,2581831.152773815,166954.90596466447,68.01,99.34
0,22655.3 ,2581830.9259542837,166954.28616397068,67.93,100.0
0,22655.3 ,2581830.723191369,166953.7320997141,67.78,100.59
0,22655.3 ,2581829.0117349024,166949.05542175187,66.77,105.57000000000002
0,22655.3 ,2581827.7504808395,166945.60895425756,66.55,109.24000000000001
0,22655.3 ,2581827.513351329,166944.960980805,66.51,109.93
0,22655.3 ,2581827.338081691,166944.4820439052,66.51,110.44
0,22655.3 ,2581825.01833648,166938.14317317324,67.1,117.19000000000001
0,22655.3 ,2581824.712473778,166937.30738132857,67.0,118.08000000000001
0,22655.3 ,2581823.01132729,166932.65887612512,66.19,123.03000000000002
0,22655.3 ,2581822.619548099,166931.5883112904,65.99,124.17000000000002
0,22655.3 ,2581821.832553057,166929.43779070134,65.51,126.46000000000001
0,22655.3 ,2581820.942458228,166927.00554252416,64.8,129.05
0,22655.3 ,2581820.148589867,166924.8362400959,64.58,131.36
0,22655.3 ,2581818.426823422,166920.13138937482,63.96,136.37
0,22655.3 ,2581817.23430255,166916.8727402726,62.52,139.84000000000003
0,22655.3 ,2581817.100272827,166916.5064944081,62.37,140.23000000000002
0,22655.3 ,2581817.0315396357,166916.31867601603,62.27,140.43
0,22655.3 ,2581816.883763274,166915.9148664731,62.07,140.86
0,22655.3 ,2581815.639692509,166912.51535357683,60.79,144.48000000000002
0,22655.3 ,2581815.1448135306,166911.16306115402,60.51,145.92000000000002
0,22655.3 ,2581814.7461610204,166910.07371448007,60.31,147.08
0,22655.3 ,2581814.0794490636,166908.25187607712,60.19,149.02
0,22655.3 ,2581813.722036468,166907.2752204384,59.89,150.06
0,22655.3 ,2581812.3645559372,166903.56580719523,58.75,154.01
0,22655.3 ,2581812.18241298,166903.0680884563,58.63,154.54000000000002
0,22655.3 ,2581810.563746322,166898.6449653233,58.13,159.25
0,22655.3 ,2581805.3984469855,166884.5304131601,57.72,174.28000000000003
0,22655.3 ,2581802.889685498,166877.67504184996,57.63,181.58
0,22655.3 ,2581802.8793755197,166877.64686909114,57.46,181.61
0,22655.3 ,2581802.1920436053,166875.76868517057,55.46,183.61
0,22655.3 ,2581767.825420831,166781.85949904335,55.46,283.61
0,22655.3 ,2581767.1380880787,166779.98131542935,57.46,285.61
0,22655.3 ,2581757.6357127815,166754.0154269657,57.23,313.26
0,22655.3 ,2581756.2988505783,166750.36235983646,57.46,317.15
0,22655.3 ,2581754.7179852487,166746.04253752425,57.43,321.75
0,22655.3 ,2581754.240288986,166744.73719991252,57.99,323.14
0,22655.3 ,2581753.0752599714,166741.55367868676,59.22,326.53000000000003
0,22655.3 ,2581752.748776914,166740.66154147012,59.66,327.48
0,22655.3 ,2581752.3810538915,166739.65671323662,60.17,328.55
0,22655.3 ,2581752.119867446,166738.9430034633,60.52,329.31
0,22655.3 ,2581751.0235717064,166735.94730059896,61.12,332.5
0,22655.3 ,2581750.497762151,166734.51049013424,61.61,334.03000000000003
0,22655.3 ,2581750.147222447,166733.5526164911,61.79,335.05
0,22655.3 ,2581749.2983664987,166731.2330597278,63.17,337.52
0,22655.3 ,2581748.0611675447,166727.8523292226,65.17,341.12
0,22655.3 ,2581747.212311596,166725.5327724593,66.19,343.59000000000003
0,22655.3 ,2581745.9304360133,166722.02996001916,68.2,347.32
0,22655.3 ,2581744.9303668593,166719.2972028608,68.99,350.23
0,22655.3 ,2581744.404557304,166717.86039239608,68.98,351.76
0,22655.3 ,2581743.8203244647,166716.26393632416,68.88,353.46000000000004
0,22655.3 ,2581742.785888673,166713.4372699851,69.13,356.47
0,22655.3 ,2581742.3013190823,166712.11315053722,69.34,357.88
0,22655.3 ,2581741.2703199545,166709.2958751162,69.61,360.88
0,22655.3 ,2581741.215333334,166709.1456204271,69.63,361.04
0,22655.3 ,2581741.098486766,166708.8263292127,69.64,361.38
0,22655.3 ,2581739.6757079693,166704.93848913172,69.86,365.52
0,22655.3 ,2581739.35609824,166704.0651337512,69.7,366.45000000000005
0,22655.3 ,2581738.438509016,166701.5577586265,68.52,369.12
0,22655.3 ,2581737.469369835,166698.90951973075,67.04,371.94
0,22655.3 ,2581734.04645273,166689.556165333,66.37,381.9
0,22655.3 ,2581729.7918629944,166677.9302087623,66.12,394.28
0,22655.3 ,2581729.4963099114,166677.12258980828,66.43,395.14
0,22655.3 ,2581728.798667168,166675.21623344006,66.98,397.17
0,22655.3 ,2581728.4756207746,166674.33348714147,67.31,398.11
0,22655.3 ,2581727.7848513587,166672.4459126094,68.22,400.12
0,22655.3 ,2581726.764162222,166669.6568099426,69.45,403.09000000000003
0,22655.3 ,2581725.509779949,166666.22912484704,70.6,406.74
0,22655.3 ,2581724.8911804724,166664.53875959443,71.14,408.54
0,22655.3 ,2581710.1272729575,166624.19537556558,78.27,451.5
0,22655.3 ,2581708.587647593,166619.9882442702,78.97,455.98
0,22655.3 ,2581708.4811110166,166619.69712581002,78.98,456.29
0,22655.3 ,2581708.120261322,166618.71107941266,78.9,457.34000000000003
0,22655.3 ,2581704.2196479538,166608.05238740318,78.71,468.69
0,22655.3 ,2581702.2435662914,166602.6526095129,78.52,474.44
0,22655.3 ,2581702.1267197235,166602.33331829854,78.54,474.78
0,22655.3 ,2581701.8689699415,166601.6289994433,78.54,475.53
0,22655.3 ,2581700.934197399,166599.07466972823,78.56,478.25
0,22655.3 ,2581698.8687624787,166593.43072796814,78.82,484.26
0,22655.3 ,2581697.648746844,166590.09695205328,78.65,487.81
0,22655.3 ,2581696.5524511044,166587.10124918894,78.6,491.0
0,22655.3 ,2581696.4149845536,166586.72561246614,78.6,491.4
0,22655.3 ,2581696.322194632,166586.47205767824,78.59,491.67
0,22655.3 ,2581696.2740813396,166586.3405848253,78.59,491.81
0,22655.3 ,2581695.248878495,166584.0495040274,78.56,494.32000000000005
0,22655.3 ,2581694.562659017,166582.51604296576,78.54,496.0
0,22655.3 ,2581694.4850508613,166582.34261582186,78.54,496.19
0,22655.3 ,2581694.358427029,166582.05965574502,78.53,496.5
0,22655.3 ,2581692.9533109544,166578.91971166639,78.44,499.94
0,22655.3 ,2581691.0457841908,166574.65705502473,79.4,504.61
0,22655.3 ,2581687.2470692215,166566.1682527191,80.67,513.9100000000001
0,22655.3 ,2581684.771777532,166560.63683960383,84.54,519.97
0,22655.3 ,2581683.472862091,166557.73421687997,85.94,523.1500000000001
0,22655.3 ,2581682.700865178,166556.00907318562,86.57,525.04
0,22655.3 ,2581681.2385641467,166552.74134068517,87.75,528.62
0,22655.3 ,2581680.7361534573,166551.61862812217,88.01,529.85
0,22655.3 ,2581677.4725262956,166544.32556033487,90.13,537.84
0,22655.3 ,2581673.3838019045,166535.18868817578,96.12,547.85
0,22655.3 ,2581671.823469519,166531.7018898094,98.76,551.6700000000001
0,22655.3 ,2581670.9820337305,166529.82157446,99.73,553.73
0,22655.3 ,2581670.757378544,166529.31954851717,99.89,554.28
0,22655.3 ,2581666.44092,166519.67377,102.0,564.85
0,22202.56,2582301.84549,166848.08978,88.0,0.0
0,22202.56,2582301.3650665833,166847.14490257917,87.48,1.0600000000000023
0,22202.56,2582301.0931288,166846.61006630323,87.12,1.660000000000025
0,22202.56,2582299.9237963324,166844.31027031667,85.92,4.240000000000009
0,22202.56,2582298.3556217826,166841.22604779206,83.96,7.700000000000017
0,22202.56,2582297.848004587,166840.22768674363,83.26,8.820000000000022
0,22202.56,2582297.227079982,166839.0064772469,82.56,10.189999999999998
0,22202.56,2582296.6106876736,166837.79418168808,82.19,11.550000000000011
0,22202.56,2582296.4565895963,166837.49110779839,82.1,11.890000000000015
0,22202.56,2582296.216377888,166837.01866908796,81.99,12.420000000000016
0,22202.56,2582295.0289162346,166834.68321734967,81.43,15.04000000000002
0,22202.56,2582294.648203338,166833.93444656336,81.16,15.880000000000024
0,22202.56,2582294.249361256,166833.1500200253,80.88,16.76000000000002
0,22202.56,2582294.040875622,166832.73997888042,80.74,17.22
0,22202.56,2582294.027278733,166832.7132370666,80.72,17.25
0,22202.56,2582291.4302729033,166827.60555063136,79.59,22.980000000000018
0,22202.56,2582291.403079125,166827.55206700377,79.57,23.04000000000002
0,22202.56,2582291.344159272,166827.43618581063,79.56,23.170000000000016
0,22202.56,2582290.319860289,166825.4216358379,79.34,25.430000000000007
0,22202.56,2582288.7335565533,166822.30175756157,78.82,28.930000000000007
0,22202.56,2582287.6095470493,166820.09110095433,78.49,31.410000000000025
0,22202.56,2582286.9206379987,166818.73618238862,78.17,32.93000000000001
0,22202.56,2582286.6577648083,166818.21917398853,77.88,33.51000000000002
0,22202.56,2582284.9264275883,166814.81404969835,76.05,37.33000000000001
0,22202.56,2582283.385446817,166811.78331080134,74.6,40.73000000000002
0,22202.56,2582282.719199248,166810.4729619253,74.09,42.20000000000002
0,22202.56,2582281.7538201176,166808.57429314568,73.31,44.33000000000001
0,22202.56,2582280.2309685317,166805.5792100004,72.18,47.69
0,22202.56,2582279.741480522,166804.6165047037,71.6,48.77000000000001
0,22202.56,2582278.295677975,166801.77295850325,69.68,51.96000000000001
0,22202.56,2582277.0039735045,166799.23248619252,67.84,54.81
0,22202.56,2582276.5371469767,166798.31435058548,67.06,55.84
0,22202.56,2582275.9706099285,166797.20010834394,66.64,57.09
0,22202.56,2582274.583727234,166794.47244333662,65.3,60.150000000000006
0,22202.56,2582273.491443805,166792.3241842949,64.06,62.56
0,22202.56,2582272.675630455,166790.7196754671,63.24,64.36000000000001
0,22202.56,2582272.5985814165,166790.56813852224,63.18,64.53
0,22202.56,2582272.4807417104,166790.336376136,63.08,64.79000000000002
0,22202.56,2582271.72838051,166788.8566624392,62.7,66.45000000000002
0,22202.56,2582270.17380285,166785.7991817284,61.91,69.88000000000002
0,22202.56,2582269.9109296594,166785.2821733283,61.89,70.46000000000001
0,22202.56,2582267.2686008657,166780.08534751373,61.7,76.29000000000002
0,22202.56,2582266.6658054464,166778.8997937687,61.65,77.62
0,22202.56,2582266.1173975836,166777.8212072789,61.51,78.83000000000001
0,22202.56,2582265.3333103084,166776.2790960166,61.29,80.56
0,22202.56,2582265.0976308966,166775.8155712441,61.22,81.08000000000001
0,22202.56,2582264.753176371,166775.13811196125,60.99,81.84
0,22202.56,2582262.382785361,166770.4761224226,59.59,87.07000000000002
