,XS,X,Y,Z,sta
0,24525.16,2580097.873565578,166578.01163003713,105.59,36.389999999999986
0,24525.16,2580099.2237595227,166575.80140916316,105.43,38.97999999999999
0,24525.16,2580099.7972009666,166574.86270531706,105.42,40.08000000000001
0,24525.16,2580100.5895927795,166573.5655872752,105.43,41.599999999999994
0,24525.16,2580101.28814872,166572.42207531724,105.42,42.94
0,24525.16,2580103.4359475817,166568.90620273005,103.09,47.06
0,24525.16,2580108.612559887,166560.43226710128,96.87,56.99000000000001
0,24525.16,2580111.427636065,166555.82408458414,93.58,62.389999999999986
0,24525.16,2580114.618055734,166550.60147773134,88.17,68.50999999999999
0,24525.16,2580115.9630365744,166548.3997905287,87.1,71.09
0,24525.16,2580116.49998629,166547.52082238192,86.68,72.12
0,24525.16,2580117.76677057,166545.4471402492,86.64,74.55000000000001
0,24525.16,2580120.394175003,166541.14616989985,86.72,79.59
0,24525.16,2580122.1562041664,166538.26178899093,86.68,82.97
0,24525.16,2580122.463777304,166537.7583023826,86.69,83.56
0,24525.16,2580123.1571201407,166536.62332409594,86.68,84.88999999999999
0,24525.16,2580124.0329216183,166535.18966731284,86.65,86.57
0,24525.16,2580125.862721134,166532.19434867668,86.67,90.08000000000001
0,24525.16,2580127.3536688876,166529.75371867686,86.58,92.94
0,24525.16,2580127.916684123,166528.8320821734,86.53,94.02000000000001
0,24525.16,2580128.2242572615,166528.32859556505,86.51,94.61000000000001
0,24525.16,2580129.209533924,166526.71573168406,86.46,96.5
0,24525.16,2580129.8455326157,166525.67462378202,86.42,97.72
0,24525.16,2580130.82038307,166524.07882724368,86.44,99.59
0,24525.16,2580131.279136225,166523.32786416681,86.33,100.47
0,24525.16,2580132.639756378,166521.10057595017,86.24,103.08000000000001
0,24525.16,2580133.2757550697,166520.05946804816,86.18,104.30000000000001
0,24525.16,2580133.5051316475,166519.6839865097,86.17,104.74000000000001
0,24525.16,2580134.9491614643,166517.32015955183,86.23,107.50999999999999
0,24525.16,2580135.689422237,166516.10837822326,86.26,108.93
0,24525.16,2580136.200306433,166515.2720784331,86.12,109.91
0,24525.16,2580136.560010611,166514.68325511148,86.02,110.6
0,24525.16,2580138.5514163515,166511.42339266415,85.61,114.41999999999999
0,24525.16,2580139.2968902285,166510.20307766422,85.45,115.85
0,24525.16,2580141.6062953155,166506.42266126588,85.0,120.28
0,24525.16,2580141.7574753324,166506.17518479738,85.01,120.57
0,24525.16,2580142.31006436,166505.2706156366,85.42,121.63
0,24525.16,2580143.712389345,166502.97505804934,85.41,124.32
0,24525.16,2580145.8601882067,166499.45918546218,85.64,128.44
0,24525.16,2580150.604112877,166491.69354455362,87.1,137.54
0,24525.16,2580153.6433525286,166486.71841416936,87.22,143.37
0,24525.16,2580155.7390203504,166483.28787829546,87.19,147.39
0,24525.16,2580156.2655438576,166482.42597749134,87.61,148.4
0,24525.16,2580161.350991251,166474.09669230445,85.09,158.16
0,24525.16,2580160.9679289847,166472.3788846027,85.35,159.92000000000002
0,24525.16,2580160.5413369155,166470.4658714803,83.9,161.88
0,24525.16,2580159.990684908,166467.99652290903,82.66,164.41
0,24525.16,2580159.8448600676,166467.34258474986,82.34,165.07999999999998
0,24525.16,2580159.688152777,166466.6398452355,82.25,165.8
0,24525.16,2580159.4182679984,166465.42957162746,82.0,167.04000000000002
0,24525.16,2580159.3007375305,166464.9025169917,81.82,167.57999999999998
0,24525.16,2580158.5454954486,166461.51570294335,80.58,171.05
0,24525.16,2580158.005725892,166459.09515572726,77.71,173.53
0,24525.16,2580157.9687255593,166458.92923111972,77.69,173.7
0,24525.16,2580156.647596039,166453.0047466029,72.31,179.76999999999998
0,24525.16,2580149.22358814,166419.71246211053,72.0,213.88
0,24525.16,2580157.2578495615,166320.94313349848,72.0,313.88
0,24525.16,2580160.4850059864,166298.23126300285,72.22,336.82
0,24525.16,2580165.556628065,166272.9871598702,72.43,362.57
0,24525.16,2580167.7012515333,166262.4226442552,77.67,373.35
0,24525.16,2580168.590534177,166258.04199631466,80.92,377.82
0,24525.16,2580168.6283336636,166257.85579427693,80.98,378.01
0,24525.16,2580168.986434057,166256.091774972,81.12,379.81
0,24525.16,2580169.018265203,166255.93497325602,81.18,379.97
0,24525.16,2580169.255009352,166254.76876049332,81.54,381.15999999999997
0,24525.16,2580169.3007666245,166254.54335802657,81.53,381.39
0,24525.16,2580169.4420173354,166253.84755041185,81.49,382.1
0,24525.16,2580170.388993932,166249.1826993611,81.24,386.86
0,24525.16,2580170.621759188,166248.0360868129,81.33,388.03
0,24525.16,2580170.7212315192,166247.54608145042,81.35,388.53
0,24525.16,2580170.9321128624,166246.507270082,81.36,389.59000000000003
0,24525.16,2580171.8194060596,166242.1364222487,81.83,394.05
0,24525.16,2580172.080023568,166240.852608199,82.15,395.36
0,24525.16,2580172.1695486666,166240.41160337278,82.17,395.81
0,24525.16,2580173.1742192153,166235.46254921178,83.09,400.86
0,24525.16,2580173.273691547,166234.9725438493,83.13,401.36
0,24525.16,2580173.3293960528,166234.6981408463,83.14,401.64
0,24525.16,2580173.639749727,166233.16932411538,83.06,403.2
0,24525.16,2580174.4235917,166229.30808185908,84.32,407.14
0,24525.16,2580174.690177548,166227.99486748764,84.65,408.48
0,24525.16,2580174.96074229,166226.6620529017,84.94,409.84000000000003
0,24525.16,2580175.0920457677,166226.01524582322,85.0,410.5
0,24525.16,2580175.199475886,166225.48604003177,85.09,411.03999999999996
0,24525.16,2580176.0967163164,166221.06619166222,85.87,415.55
0,24525.16,2580176.6995186456,166218.0967591656,86.48,418.58000000000004
0,24525.16,2580177.497286745,166214.16691615857,87.35,422.59000000000003
0,24525.16,2580177.809629866,166212.62829932038,87.42,424.15999999999997
0,24525.16,2580177.8593660314,166212.38329663916,87.43,424.40999999999997
0,24525.16,2580177.9190494306,166212.08929342165,87.44,424.71000000000004
0,24525.16,2580178.989371718,166206.81683572143,87.65,430.09000000000003
0,24525.16,2580179.2082108473,166205.73882392398,87.79,431.19
0,24525.16,2580180.155187444,166201.07397287322,87.97,435.95
0,24525.16,2580180.487425031,166199.43735496255,88.08,437.62
0,24525.16,2580180.9509660965,166197.1539299734,88.35,439.95
0,24525.16,2580181.7765864483,166193.08688546484,89.31,444.1
0,24525.16,2580182.1466235216,166191.26406551644,90.08,445.96000000000004
0,24525.16,2580182.795183123,166188.06923055308,90.95,449.22
0,24525.16,2580182.894655455,166187.57922519062,91.11,449.72
0,24525.16,2580183.115484031,166186.49141328593,91.76,450.83000000000004
0,24525.16,2580185.4689993956,166174.89788640974,94.33,462.65999999999997
0,24525.16,2580185.6699335054,166173.90807557755,94.58,463.66999999999996
0,24525.16,2580185.9822766264,166172.36945873935,94.76,465.24
0,24525.16,2580186.9610843686,166167.5478059726,95.4,470.15999999999997
0,24525.16,2580187.3987626275,166165.3917823777,95.6,472.36
0,24525.16,2580187.844398673,166163.1965583538,95.84,474.6
0,24525.16,2580188.1189423082,166161.84414355338,95.63,475.98
0,24525.16,2580188.2223935327,166161.33453797642,95.62,476.5
0,24525.16,2580189.4260087446,166155.40547309045,97.05,482.55
0,24525.16,2580189.457839891,166155.24867137446,97.1,482.71000000000004
0,24525.16,2580189.495639377,166155.06246933673,97.17,482.9
0,24525.16,2580190.44460542,166150.3878181787,99.22,487.66999999999996
0,24525.16,2580191.54277996,166144.97815897697,102.55,493.19
0,24525.16,2580191.564663873,166144.87035779722,102.61,493.3
0,24525.16,2580191.606442252,166144.66455554496,102.71,493.51
0,24525.16,2580191.9088381403,166143.17493924306,103.62,495.03
0,24525.16,2580192.13317,166142.06987,104.27,496.15999999999997
0,24415.89,2580138.1172,166618.79792,106.0,0.0
0,24415.89,2580138.2111332575,166618.6562282812,105.96,0.1699999999999875
0,24415.89,2580138.95707383,166617.53102933787,105.86,1.5200000000000102
0,24415.89,2580139.023379659,166617.431011654,105.84,1.6399999999999864
0,24415.89,2580141.852428349,166613.16359047627,105.28,6.759999999999991
0,24415.89,2580142.3662985214,166612.3884534264,105.29,7.689999999999998
0,24415.89,2580142.493384693,166612.19675286568,105.28,7.9199999999999875
0,24415.89,2580143.6150582945,166610.50478704716,105.53,9.949999999999989
0,24415.89,2580145.4550450407,166607.72929632023,104.71,13.280000000000001
0,24415.89,2580147.9691410447,166603.9369591408,103.11,17.829999999999984
0,24415.89,2580148.1901604733,166603.60356686127,102.99,18.22999999999999
0,24415.89,2580148.6874541887,166602.85343423235,102.44,19.129999999999995
0,24415.89,2580150.019096248,166600.8447457483,100.76,21.539999999999992
0,24415.89,2580150.770562306,166599.71121199796,99.9,22.900000000000006
0,24415.89,2580151.146295335,166599.1444451228,99.29,23.579999999999984
0,24415.89,2580152.102204365,166597.7025235139,98.47,25.310000000000002
0,24415.89,2580152.2569179656,166597.46914891826,98.21,25.590000000000003
0,24415.89,2580152.5994980806,166596.952390885,97.87,26.210000000000008
0,24415.89,2580152.9365527094,166596.44396765876,97.48,26.819999999999993
0,24415.89,2580155.423021285,166592.69330451425,94.64,31.319999999999993
0,24415.89,2580157.202227688,166590.0094966642,92.74,34.53999999999999
0,24415.89,2580157.997897632,166588.80928445794,91.66,35.97999999999999
0,24415.89,2580160.4014839213,166585.18364341825,87.39,40.329999999999984
0,24415.89,2580160.871150208,166584.4751848243,86.74,41.18000000000001
0,24415.89,2580161.550784952,166583.4500035648,86.27,42.41
0,24415.89,2580161.849161181,166582.99992398746,85.95,42.94999999999999
0,24415.89,2580162.086757067,166582.64152728696,85.92,43.379999999999995
0,24415.89,2580163.02608964,166581.22461009905,85.89,45.079999999999984
0,24415.89,2580163.915692841,166579.88270617402,85.84,46.69
0,24415.89,2580164.1477632415,166579.53264428052,85.83,47.109999999999985
0,24415.89,2580164.269323928,166579.3492785268,85.82,47.329999999999984
0,24415.89,2580164.9158057575,166578.37410610923,85.76,48.5
0,24415.89,2580166.69501216,166575.69029825914,85.68,51.72
0,24415.89,2580167.358070447,166574.69012142063,85.63,52.91999999999999
0,24415.89,2580167.4962075897,166574.4817512459,85.63,53.16999999999999
0,24415.89,2580168.208995248,166573.4065611445,85.61,54.46000000000001
0,24415.89,2580170.430240509,166570.0559687354,85.6,58.47999999999999
0,24415.89,2580170.573903138,166569.83926375373,85.6,58.74000000000001
0,24415.89,2580170.6733618807,166569.68923722795,85.59,58.91999999999999
0,24415.89,2580171.5574395964,166568.3556681099,85.58,60.52000000000001
0,24415.89,2580172.021580397,166567.65554432292,85.59,61.359999999999985
0,24415.89,2580172.9498619987,166566.25529674898,85.6,63.03999999999999
0,24415.89,2580198.0189907243,166528.44027744536,79.35,108.41
0,24415.89,2580212.4184065186,166506.7197704352,75.63,134.47
0,24415.89,2580218.722985729,166497.2097556621,74.07,145.88
0,24415.89,2580218.8390209293,166497.03472471537,74.27,146.09
0,24415.89,2580220.811619332,166494.05919862073,74.81,149.66
0,24415.89,2580221.419422762,166493.14236985208,75.05,150.76
0,24415.89,2580221.6293912195,166492.82564718655,75.03,151.14
0,24415.89,2580223.463852479,166490.0584912666,74.52,154.45999999999998
0,24415.89,2580224.265047909,166488.84994425336,74.33,155.91
0,24415.89,2580224.3921340806,166488.65824369263,74.3,156.14
0,24415.89,2580225.3148901965,166487.2663309257,74.3,157.81
0,24415.89,2580227.2709121425,166484.315809252,74.29,161.35
0,24415.89,2580227.9671233436,166483.26562357153,74.22,162.61
0,24415.89,2580228.2876015157,166482.78220476623,74.1,163.19
0,24415.89,2580229.713176832,166480.6318245634,73.36,165.76999999999998
0,24415.89,2580231.486857749,166477.95635152032,72.08,168.98
0,24415.89,2580233.569965867,166474.81412928592,71.38,172.75
0,24415.89,2580233.890444039,166474.33071048063,71.31,173.32999999999998
0,24415.89,2580234.0727277305,166474.05564249487,71.39,173.66
0,24415.89,2580234.0760101057,166474.00575035106,71.4,173.71
0,24415.89,2580234.3484472386,166469.86470241504,71.51,177.86
0,24415.89,2580234.5467026946,166466.85121692903,70.76,180.88
0,24415.89,2580235.5346975983,166451.83368164292,70.9,195.93
0,24415.89,2580235.862935108,166446.84446726216,65.9,200.93
0,24415.89,2580242.4276852994,166347.0601796467,65.9,300.93
0,24415.89,2580242.7559228092,166342.07096526594,70.9,305.93
0,24415.89,2580243.541723407,166330.12678603837,71.36,317.9
0,24415.89,2580243.779367364,166326.51459482667,71.41,321.52
0,24415.89,2580243.9421731685,166324.03994449382,72.93,324.0
0,24415.89,2580244.199511376,166320.1284004193,74.42,327.92
0,24415.89,2580244.524466511,166315.18907818233,74.74,332.87
0,24415.89,2580244.7883694684,166311.1777498202,75.58,336.89
0,24415.89,2580244.9249799573,166309.12266380724,75.76,338.95
0,24415.89,2580246.4667662014,166306.83345102196,76.11,341.71
0,24415.89,2580247.4499342414,166305.37366315885,76.24,343.47
0,24415.89,2580250.9189532916,166300.22293439193,76.3,349.68
0,24415.89,2580251.835087147,166298.8626775195,76.35,351.32
0,24415.89,2580252.5166013567,166297.8507791144,76.58,352.53999999999996
0,24415.89,2580253.175770838,166296.8720577062,76.84,353.72
0,24415.89,2580253.8852159576,166295.81868805498,76.98,354.99
0,24415.89,2580256.3207913293,166292.20239539415,77.26,359.35
0,24415.89,2580256.4939629724,166291.94527366827,77.29,359.65999999999997
0,24415.89,2580256.538652429,166291.8789196745,77.31,359.74
0,24415.89,2580257.8290604814,166289.9629481042,78.16,362.05
0,24415.89,2580258.8122285213,166288.5031602411,79.54,363.81
0,24415.89,2580262.460005397,166283.08701549904,84.73,370.34000000000003
0,24415.89,2580263.0297959656,166282.2410020784,85.27,371.36
0,24415.89,2580265.912265901,166277.9611694798,87.17,376.52
0,24415.89,2580266.5658492,166276.9907423208,87.65,377.69
0,24415.89,2580266.7110899333,166276.77509184103,87.67,377.95
0,24415.89,2580267.643982335,166275.38995222092,87.66,379.62
0,24415.89,2580269.6270769606,166272.44549374707,88.35,383.16999999999996
0,24415.89,2580271.0236224723,166270.37193144156,89.21,385.66999999999996
0,24415.89,2580271.392310487,166269.82451099288,89.44,386.33
0,24415.89,2580273.632369487,166266.49851705483,90.73,390.34000000000003
0,24415.89,2580276.6153906994,166262.06938797023,91.92,395.68
0,24415.89,2580277.7717303825,166260.35247838125,92.42,397.75
0,24415.89,2580280.805027233,166255.84870105365,92.67,403.18
0,24415.89,2580281.028474515,166255.51693108474,92.83,403.58
0,24415.89,2580281.6150236297,166254.64603491643,92.96,404.63
0,24415.89,2580284.0673575476,166251.00485950793,94.17,409.02
0,24415.89,2580285.1399045,166249.4123636573,94.57,410.94
0,24415.89,2580285.8996252585,166248.28434576307,94.95,412.3
0,24415.89,2580287.955340251,166245.23206204933,96.43,415.98
0,24415.89,2580290.98697,166240.73076,96.65,421.40999999999997
0,24370.8 ,2580163.70212,166629.68274,106.0,0.0
0,24370.8 ,2580164.1257219347,166628.99233330745,106.14,0.8099999999999739
0,24370.8 ,2580165.1559636765,166627.3131960429,106.32,2.780000000000001
0,24370.8 ,2580166.510443936,166625.1055993347,105.87,5.369999999999976
0,24370.8 ,2580168.8010321744,166621.37228907135,103.15,9.75
0,24370.8 ,2580173.408356919,166613.86305084766,97.95,18.559999999999974
0,24370.8 ,2580173.7744326647,166613.26640308867,97.57,19.25999999999999
0,24370.8 ,2580174.114360143,166612.71237302676,97.05,19.909999999999997
0,24370.8 ,2580174.9144971306,166611.40827149642,95.72,21.439999999999998
0,24370.8 ,2580181.2371482267,166601.10331234493,85.73,33.53
0,24370.8 ,2580184.4063182552,166595.93804746008,85.03,39.589999999999975
0,24370.8 ,2580184.5736671677,166595.6652941988,84.99,39.91
0,24370.8 ,2580184.6521119704,166595.53744110762,84.97,40.059999999999974
0,24370.8 ,2580185.3476558872,166594.40381036556,84.85,41.389999999999986
0,24370.8 ,2580186.058888765,166593.24460900525,84.94,42.75
0,24370.8 ,2580187.6016365513,166590.73016487813,84.83,45.69999999999999
0,24370.8 ,2580187.86834888,166590.295464368,84.87,46.20999999999998
0,24370.8 ,2580188.5482038367,166589.1874042442,84.93,47.50999999999999
0,24370.8 ,2580189.6934979563,166587.32074911255,84.83,49.69999999999999
0,24370.8 ,2580190.6452948954,166585.7694649392,85.05,51.51999999999998
0,24370.8 ,2580191.1473416323,166584.95120515546,84.99,52.47999999999999
0,24370.8 ,2580191.461120843,166584.43979279062,84.95,53.079999999999984
0,24370.8 ,2580192.726696993,166582.37709625243,84.88,55.5
0,24370.8 ,2580193.31764784,166581.41393629866,84.66,56.629999999999995
0,24370.8 ,2580193.458848485,166581.1838007345,84.65,56.89999999999998
